YearStart,LocationDesc,Class,Data_Value,Sample_Size,StratificationCategory1,Stratification1
2019,Kansas,Obesity / Weight Status,35.2,10294.0,Total,Total
2019,Michigan,Physical Activity,34.3,3701.0,Age (years),65 or older
2023,Massachusetts,Physical Activity,56.2,1370.0,Education,High school graduate
2022,Montana,Obesity / Weight Status,31.7,334.0,Income,"Less than $15,000"
2019,Idaho,Physical Activity,16.5,664.0,Income,"$15,000 - $24,999"
2021,Mississippi,Physical Activity,26.3,515.0,Age (years),35 - 44
2018,Montana,Physical Activity,22.6,111.0,Race/Ethnicity,Hispanic
2021,National,Obesity / Weight Status,32.2,27882.0,Race/Ethnicity,Non-Hispanic Black
2023,Arizona,Obesity / Weight Status,37.0,255.0,Race/Ethnicity,Non-Hispanic Black
2019,North Carolina,Obesity / Weight Status,23.9,269.0,Income,"Less than $15,000"
2020,Idaho,Physical Activity,19.9,754.0,Income,"$35,000 - $49,999"
2019,Texas,Physical Activity,22.2,180.0,Race/Ethnicity,2 or more races
2019,Maryland,Obesity / Weight Status,35.9,1037.0,Income,"$25,000 - $34,999"
2021,Kentucky,Physical Activity,37.4,549.0,Race/Ethnicity,Non-Hispanic Black
2022,Wisconsin,Obesity / Weight Status,48.2,138.0,Race/Ethnicity,2 or more races
2023,Maine,Physical Activity,39.5,1448.0,Income,"$35,000 - $49,999"
2019,North Carolina,Physical Activity,52.2,722.0,Age (years),55 - 64
2022,Wisconsin,Obesity / Weight Status,30.3,1186.0,Age (years),35 - 44
2023,Minnesota,Physical Activity,30.1,2586.0,Age (years),55 - 64
2018,Arkansas,Obesity / Weight Status,40.3,62.0,Race/Ethnicity,American Indian/Alaska Native
2023,Missouri,Physical Activity,49.3,1846.0,Education,High school graduate
2023,Iowa,Obesity / Weight Status,39.2,1311.0,Income,"$35,000 - $49,999"
2019,Maryland,Physical Activity,31.7,1546.0,Income,"$15,000 - $24,999"
2022,Mississippi,Obesity / Weight Status,30.1,723.0,Age (years),55 - 64
2020,Iowa,Obesity / Weight Status,40.6,966.0,Income,"$15,000 - $24,999"
2018,Ohio,Obesity / Weight Status,33.9,723.0,Race/Ethnicity,Non-Hispanic Black
2018,Kansas,Obesity / Weight Status,39.5,2030.0,Age (years),55 - 64
2019,Ohio,Obesity / Weight Status,33.6,5352.0,Age (years),65 or older
2018,Louisiana,Physical Activity,28.7,156.0,Race/Ethnicity,Hispanic
2023,Wyoming,Obesity / Weight Status,34.9,1293.0,Education,Some college or technical school
2023,Louisiana,Physical Activity,30.8,458.0,Income,"$75,000 or greater"
2023,Delaware,Physical Activity,34.9,1101.0,Education,High school graduate
2023,West Virginia,Obesity / Weight Status,42.2,103.0,Race/Ethnicity,Non-Hispanic Black
2023,National,Obesity / Weight Status,19.5,23317.0,Age (years),18 - 24
2022,Mississippi,Obesity / Weight Status,43.3,503.0,Age (years),25 - 34
2020,Idaho,Obesity / Weight Status,31.6,766.0,Age (years),35 - 44
2021,South Carolina,Physical Activity,27.4,5549.0,Gender,Female
2019,Kansas,Fruits and Vegetables,46.5,662.0,Age (years),18 - 24
2021,Michigan,Obesity / Weight Status,9.3,159.0,Race/Ethnicity,Asian
2021,Washington,Physical Activity,25.4,66.0,Race/Ethnicity,Hawaiian/Pacific Islander
2023,Massachusetts,Physical Activity,20.7,430.0,Income,"$15,000 - $24,999"
2023,Texas,Physical Activity,56.4,1434.0,Age (years),55 - 64
2022,South Carolina,Obesity / Weight Status,33.3,560.0,Education,Less than high school
2023,Washington,Obesity / Weight Status,33.9,6552.0,Education,Some college or technical school
2021,Georgia,Fruits and Vegetables,37.7,2507.0,Income,Data not reported
2023,North Carolina,Physical Activity,22.8,1853.0,Gender,Female
2021,Oklahoma,Obesity / Weight Status,30.6,307.0,Age (years),18 - 24
2022,Nebraska,Obesity / Weight Status,34.8,5866.0,Race/Ethnicity,Non-Hispanic White
2023,New Hampshire,Physical Activity,32.3,3311.0,Gender,Female
2019,Iowa,Physical Activity,17.3,1110.0,Age (years),35 - 44
2021,Nebraska,Obesity / Weight Status,47.4,164.0,Race/Ethnicity,American Indian/Alaska Native
2020,Connecticut,Physical Activity,19.9,200.0,Race/Ethnicity,Asian
2023,New York,Obesity / Weight Status,37.6,6940.0,Income,Data not reported
2018,Colorado,Obesity / Weight Status,37.4,976.0,Income,"$35,000 - $49,999"
2021,Wisconsin,Fruits and Vegetables,37.6,651.0,Age (years),35 - 44
2021,Iowa,Fruits and Vegetables,43.3,1119.0,Income,"$75,000 or greater"
2022,South Carolina,Obesity / Weight Status,37.5,1185.0,Income,"$50,000 - $74,999"
2019,Alabama,Fruits and Vegetables,31.4,1503.0,Race/Ethnicity,Non-Hispanic Black
2019,Wisconsin,Fruits and Vegetables,26.4,1984.0,Gender,Male
2020,Indiana,Physical Activity,23.5,3828.0,Gender,Male
2021,Idaho,Fruits and Vegetables,42.6,63.0,Race/Ethnicity,American Indian/Alaska Native
2021,California,Obesity / Weight Status,22.9,2450.0,Income,Data not reported
2019,Massachusetts,Physical Activity,37.9,2470.0,Income,"$75,000 or greater"
2019,Mississippi,Fruits and Vegetables,51.9,569.0,Income,"Less than $15,000"
2020,Oregon,Obesity / Weight Status,32.0,337.0,Race/Ethnicity,Hispanic
2022,West Virginia,Obesity / Weight Status,40.8,527.0,Income,"$15,000 - $24,999"
2018,Texas,Obesity / Weight Status,38.3,93.0,Race/Ethnicity,Other
2023,Minnesota,Physical Activity,17.7,2112.0,Age (years),35 - 44
2019,Nevada,Obesity / Weight Status,20.8,61.0,Race/Ethnicity,Asian
2019,Maine,Fruits and Vegetables,27.5,4961.0,Age (years),65 or older
2019,District of Columbia,Fruits and Vegetables,14.5,1216.0,Gender,Female
2019,Guam,Physical Activity,23.5,563.0,Education,Some college or technical school
2020,Alabama,Obesity / Weight Status,27.1,58.0,Race/Ethnicity,American Indian/Alaska Native
2021,Arkansas,Physical Activity,25.6,1953.0,Income,Data not reported
2023,North Dakota,Physical Activity,33.2,1957.0,Education,College graduate
2018,Tennessee,Obesity / Weight Status,33.3,3849.0,Race/Ethnicity,Non-Hispanic White
2020,Rhode Island,Obesity / Weight Status,28.0,508.0,Income,"$15,000 - $24,999"
2019,Colorado,Obesity / Weight Status,34.0,937.0,Income,"$15,000 - $24,999"
2018,Michigan,Obesity / Weight Status,27.5,702.0,Income,"Less than $15,000"
2022,Virginia,Obesity / Weight Status,40.2,1749.0,Age (years),55 - 64
2018,Kentucky,Obesity / Weight Status,34.1,96.0,Race/Ethnicity,Hispanic
2019,Ohio,Fruits and Vegetables,20.1,4962.0,Age (years),65 or older
2018,Kansas,Physical Activity,21.8,1617.0,Income,"$50,000 - $74,999"
2019,Vermont,Fruits and Vegetables,32.0,5678.0,Total,Total
2020,New Jersey,Obesity / Weight Status,33.6,1104.0,Age (years),25 - 34
2021,Pennsylvania,Fruits and Vegetables,26.9,467.0,Age (years),18 - 24
2018,Virginia,Obesity / Weight Status,43.0,202.0,Race/Ethnicity,Asian
2021,Ohio,Fruits and Vegetables,19.8,4314.0,Age (years),65 or older
2020,West Virginia,Obesity / Weight Status,40.8,719.0,Income,"$50,000 - $74,999"
2019,Pennsylvania,Fruits and Vegetables,21.3,127.0,Race/Ethnicity,Asian
2023,Missouri,Physical Activity,25.5,3336.0,Gender,Male
2023,Iowa,Obesity / Weight Status,34.3,8171.0,Total,Total
2019,Wisconsin,Physical Activity,38.6,174.0,Education,Less than high school
2021,Missouri,Obesity / Weight Status,35.8,5414.0,Gender,Male
2019,Nebraska,Fruits and Vegetables,40.9,4544.0,Education,Some college or technical school
2021,New Hampshire,Fruits and Vegetables,16.1,565.0,Income,"$35,000 - $49,999"
2019,Oregon,Physical Activity,41.0,2135.0,Education,College graduate
2023,Mississippi,Physical Activity,16.9,239.0,Education,Less than high school
2018,Connecticut,Physical Activity,15.8,443.0,Age (years),18 - 24
2019,Mississippi,Physical Activity,21.9,442.0,Income,"$25,000 - $34,999"
2020,Nevada,Physical Activity,33.2,415.0,Race/Ethnicity,Hispanic
2023,California,Physical Activity,69.0,5382.0,Race/Ethnicity,Non-Hispanic White
2019,New Hampshire,Fruits and Vegetables,33.5,2802.0,Gender,Female
2019,Rhode Island,Physical Activity,36.3,770.0,Age (years),45 - 54
2018,Arizona,Obesity / Weight Status,29.6,1070.0,Income,"$50,000 - $74,999"
2021,Delaware,Obesity / Weight Status,35.5,419.0,Age (years),35 - 44
2019,Delaware,Physical Activity,21.0,875.0,Education,High school graduate
2023,Texas,Obesity / Weight Status,33.3,855.0,Income,"$25,000 - $34,999"
2022,South Carolina,Obesity / Weight Status,37.7,996.0,Income,"$75,000 or greater"
2023,Alabama,Obesity / Weight Status,39.5,400.0,Age (years),25 - 34
2021,Wyoming,Fruits and Vegetables,39.1,534.0,Income,"$35,000 - $49,999"
2022,Guam,Obesity / Weight Status,34.5,2103.0,Total,Total
2021,South Dakota,Fruits and Vegetables,35.8,103.0,Race/Ethnicity,2 or more races
2022,Virginia,Obesity / Weight Status,50.2,1403.0,Race/Ethnicity,Non-Hispanic Black
2023,Michigan,Physical Activity,34.0,1223.0,Income,"$50,000 - $74,999"
2019,Wisconsin,Physical Activity,59.0,489.0,Age (years),35 - 44
2023,Washington,Physical Activity,37.6,2297.0,Race/Ethnicity,Hispanic
2023,Virgin Islands,Physical Activity,31.6,314.0,Age (years),45 - 54
2019,Alaska,Fruits and Vegetables,37.1,649.0,Age (years),55 - 64
2021,Massachusetts,Obesity / Weight Status,34.2,250.0,Income,"Less than $15,000"
2021,South Carolina,Obesity / Weight Status,28.3,260.0,Race/Ethnicity,Hispanic
2020,Texas,Obesity / Weight Status,34.9,2542.0,Education,High school graduate
2018,Pennsylvania,Obesity / Weight Status,34.8,940.0,Age (years),45 - 54
2021,Alaska,Fruits and Vegetables,28.5,213.0,Income,"Less than $15,000"
2023,Virgin Islands,Obesity / Weight Status,32.1,1879.0,Total,Total
2019,Puerto Rico,Fruits and Vegetables,52.5,350.0,Income,"$35,000 - $49,999"
2018,Nevada,Physical Activity,18.2,443.0,Income,"$50,000 - $74,999"
2023,New York,Obesity / Weight Status,39.2,2397.0,Age (years),45 - 54
2019,Missouri,Physical Activity,27.1,1291.0,Age (years),55 - 64
2019,Kentucky,Physical Activity,39.9,606.0,Income,"$50,000 - $74,999"
2019,Ohio,Physical Activity,18.6,1195.0,Income,"$25,000 - $34,999"
2021,Virgin Islands,Fruits and Vegetables,35.2,686.0,Race/Ethnicity,Non-Hispanic Black
2019,Guam,Physical Activity,32.2,634.0,Race/Ethnicity,Asian
2018,Minnesota,Obesity / Weight Status,26.9,1814.0,Age (years),25 - 34
2023,Ohio,Physical Activity,41.3,3327.0,Education,Some college or technical school
2020,Connecticut,Physical Activity,43.0,440.0,Income,"Less than $15,000"
2019,Maine,Physical Activity,18.8,133.0,Race/Ethnicity,Hispanic
2019,North Carolina,Physical Activity,28.1,332.0,Income,"$25,000 - $34,999"
2019,Mississippi,Fruits and Vegetables,50.2,2731.0,Race/Ethnicity,Non-Hispanic White
2023,Oklahoma,Physical Activity,37.8,2525.0,Income,Data not reported
2019,Kentucky,Obesity / Weight Status,40.8,1575.0,Age (years),55 - 64
2019,Vermont,Physical Activity,43.6,5302.0,Race/Ethnicity,Non-Hispanic White
2018,Ohio,Obesity / Weight Status,33.3,2955.0,Income,"$75,000 or greater"
2022,Illinois,Obesity / Weight Status,31.0,1889.0,Gender,Male
2023,Maine,Physical Activity,42.2,5182.0,Education,College graduate
2019,Indiana,Obesity / Weight Status,36.4,2100.0,Education,Some college or technical school
2022,West Virginia,Obesity / Weight Status,37.9,2059.0,Gender,Male
2021,North Dakota,Obesity / Weight Status,36.0,1859.0,Education,College graduate
2019,Iowa,Physical Activity,19.2,1084.0,Income,"$35,000 - $49,999"
2020,New Hampshire,Obesity / Weight Status,33.4,69.0,Race/Ethnicity,2 or more races
2021,Kentucky,Fruits and Vegetables,46.7,2314.0,Gender,Male
2018,Nevada,Obesity / Weight Status,36.4,786.0,Education,High school graduate
2018,Tennessee,Obesity / Weight Status,28.7,655.0,Income,Data not reported
2022,Guam,Physical Activity,28.0,2265.0,Total,Total
2022,South Dakota,Obesity / Weight Status,35.4,6834.0,Total,Total
2021,Nevada,Obesity / Weight Status,41.7,431.0,Age (years),55 - 64
2021,Kentucky,Obesity / Weight Status,30.3,1415.0,Education,Some college or technical school
2019,Guam,Physical Activity,21.3,273.0,Income,Data not reported
2022,Utah,Physical Activity,11.2,830.0,Age (years),18 - 24
2023,Oregon,Physical Activity,47.5,800.0,Age (years),35 - 44
2018,Minnesota,Physical Activity,21.8,3574.0,Age (years),55 - 64
2021,Iowa,Fruits and Vegetables,41.6,928.0,Age (years),25 - 34
2021,Nebraska,Obesity / Weight Status,35.0,1531.0,Income,"$25,000 - $34,999"
2021,Indiana,Physical Activity,22.8,1043.0,Age (years),25 - 34
2021,Louisiana,Fruits and Vegetables,20.9,146.0,Race/Ethnicity,Hispanic
2021,California,Obesity / Weight Status,38.3,758.0,Education,Less than high school
2019,Maine,Obesity / Weight Status,29.1,2163.0,Income,Data not reported
2019,North Dakota,Physical Activity,43.1,531.0,Income,"$15,000 - $24,999"
2023,Guam,Obesity / Weight Status,33.5,509.0,Education,High school graduate
2023,Georgia,Physical Activity,31.5,1082.0,Age (years),55 - 64
2019,Nevada,Physical Activity,20.5,260.0,Education,Less than high school
2019,Mississippi,Physical Activity,25.1,2884.0,Gender,Female
2023,District of Columbia,Physical Activity,65.8,1547.0,Gender,Female
2023,Nevada,Physical Activity,27.1,1113.0,Gender,Female
2023,Mississippi,Physical Activity,53.9,500.0,Age (years),35 - 44
2023,Colorado,Physical Activity,33.2,887.0,Income,"$75,000 or greater"
2022,Georgia,Obesity / Weight Status,37.0,8018.0,Total,Total
2019,Florida,Physical Activity,21.9,842.0,Age (years),18 - 24
2018,Delaware,Obesity / Weight Status,33.6,327.0,Income,"Less than $15,000"
2021,Maryland,Obesity / Weight Status,37.0,1761.0,Age (years),35 - 44
2023,Texas,Physical Activity,26.3,1386.0,Age (years),55 - 64
2019,Illinois,Physical Activity,37.6,731.0,Income,"$50,000 - $74,999"
2020,Oklahoma,Physical Activity,29.9,761.0,Age (years),45 - 54
2018,Maryland,Obesity / Weight Status,33.1,3621.0,Education,Some college or technical school
2020,West Virginia,Physical Activity,10.4,265.0,Age (years),18 - 24
2018,Texas,Obesity / Weight Status,37.8,1850.0,Age (years),55 - 64
2019,Georgia,Physical Activity,23.4,696.0,Income,"$50,000 - $74,999"
2021,North Carolina,Obesity / Weight Status,34.1,2175.0,Gender,Male
2022,Ohio,Obesity / Weight Status,40.9,2903.0,Age (years),55 - 64
2022,Kansas,Physical Activity,27.3,1967.0,Age (years),55 - 64
2019,Utah,Fruits and Vegetables,31.0,98.0,Race/Ethnicity,Asian
2019,Colorado,Obesity / Weight Status,24.5,4314.0,Gender,Male
2023,New Mexico,Physical Activity,44.9,871.0,Education,Some college or technical school
2022,Rhode Island,Obesity / Weight Status,38.0,420.0,Income,"$15,000 - $24,999"
2023,Kansas,Physical Activity,38.2,58.0,Race/Ethnicity,Other
2019,Connecticut,Physical Activity,33.1,730.0,Income,"$35,000 - $49,999"
2019,Hawaii,Physical Activity,56.0,1931.0,Education,Some college or technical school
2019,Oklahoma,Physical Activity,17.4,359.0,Race/Ethnicity,American Indian/Alaska Native
2019,Utah,Physical Activity,34.1,920.0,Race/Ethnicity,Hispanic
2023,Connecticut,Physical Activity,41.5,964.0,Race/Ethnicity,Hispanic
2019,Oklahoma,Physical Activity,28.3,4235.0,Race/Ethnicity,Non-Hispanic White
2023,Massachusetts,Physical Activity,37.4,616.0,Income,"$25,000 - $34,999"
2021,Maine,Fruits and Vegetables,34.9,10053.0,Race/Ethnicity,Non-Hispanic White
2023,Oklahoma,Obesity / Weight Status,41.8,338.0,Education,Less than high school
2023,Guam,Physical Activity,42.1,340.0,Age (years),65 or older
2021,Alabama,Obesity / Weight Status,40.5,328.0,Education,Less than high school
2021,District of Columbia,Obesity / Weight Status,17.8,1927.0,Education,College graduate
2021,Virgin Islands,Obesity / Weight Status,25.3,236.0,Education,Some college or technical school
2019,Arizona,Physical Activity,37.6,679.0,Income,"Less than $15,000"
2021,Oregon,Physical Activity,11.3,2218.0,Education,College graduate
2018,Tennessee,Physical Activity,39.3,820.0,Income,"$15,000 - $24,999"
2020,New York,Physical Activity,22.7,1735.0,Age (years),25 - 34
2018,Rhode Island,Obesity / Weight Status,35.3,1326.0,Education,Some college or technical school
2023,Illinois,Obesity / Weight Status,43.4,247.0,Race/Ethnicity,Asian
2022,North Carolina,Obesity / Weight Status,35.7,611.0,Age (years),35 - 44
2018,Wyoming,Obesity / Weight Status,35.6,3729.0,Race/Ethnicity,Non-Hispanic White
2020,West Virginia,Physical Activity,29.6,685.0,Income,"$25,000 - $34,999"
2018,Louisiana,Obesity / Weight Status,27.3,2569.0,Gender,Female
2020,Indiana,Obesity / Weight Status,37.4,2018.0,Income,"$75,000 or greater"
2023,Indiana,Obesity / Weight Status,33.3,9807.0,Total,Total
2023,Nevada,Physical Activity,40.9,235.0,Income,"$35,000 - $49,999"
2023,Arizona,Obesity / Weight Status,35.9,630.0,Education,Less than high school
2023,Arizona,Physical Activity,44.9,215.0,Race/Ethnicity,Non-Hispanic Black
2021,Utah,Obesity / Weight Status,26.3,420.0,Income,"$15,000 - $24,999"
2019,Guam,Physical Activity,29.9,955.0,Race/Ethnicity,Hawaiian/Pacific Islander
2019,Mississippi,Physical Activity,33.6,520.0,Income,"$50,000 - $74,999"
2023,North Dakota,Physical Activity,30.6,624.0,Income,"$75,000 or greater"
2023,Puerto Rico,Obesity / Weight Status,35.9,4383.0,Race/Ethnicity,Hispanic
2019,Washington,Physical Activity,19.3,1685.0,Age (years),45 - 54
2020,South Carolina,Obesity / Weight Status,29.8,431.0,Income,"$35,000 - $49,999"
2022,Minnesota,Physical Activity,17.8,254.0,Race/Ethnicity,2 or more races
2023,Nevada,Physical Activity,33.3,142.0,Income,"$15,000 - $24,999"
2019,Louisiana,Obesity / Weight Status,34.5,502.0,Income,"Less than $15,000"
2020,Alaska,Obesity / Weight Status,29.6,1236.0,Income,"$75,000 or greater"
2020,West Virginia,Obesity / Weight Status,44.2,850.0,Income,"$15,000 - $24,999"
2023,Wyoming,Physical Activity,54.5,57.0,Race/Ethnicity,American Indian/Alaska Native
2019,Pennsylvania,Physical Activity,17.8,722.0,Income,"$15,000 - $24,999"
2020,New York,Obesity / Weight Status,43.3,6046.0,Gender,Male
2023,California,Physical Activity,59.8,1403.0,Age (years),35 - 44
2018,Mississippi,Obesity / Weight Status,37.9,573.0,Income,"$25,000 - $34,999"
2018,Maine,Physical Activity,26.0,1034.0,Income,"$25,000 - $34,999"
2019,Kentucky,Fruits and Vegetables,21.9,2133.0,Education,High school graduate
2021,Pennsylvania,Physical Activity,32.7,714.0,Race/Ethnicity,Non-Hispanic Black
2019,Pennsylvania,Physical Activity,25.2,138.0,Race/Ethnicity,Asian
2020,Texas,Obesity / Weight Status,25.4,196.0,Race/Ethnicity,Asian
2019,North Dakota,Physical Activity,27.5,2727.0,Gender,Female
2018,Michigan,Obesity / Weight Status,35.3,1146.0,Age (years),35 - 44
2021,Idaho,Fruits and Vegetables,41.3,809.0,Income,"$35,000 - $49,999"
2021,Michigan,Obesity / Weight Status,35.6,1013.0,Age (years),35 - 44
2021,Massachusetts,Fruits and Vegetables,43.4,631.0,Age (years),18 - 24
2018,South Carolina,Obesity / Weight Status,32.3,4173.0,Gender,Male
2021,Pennsylvania,Physical Activity,23.3,4820.0,Race/Ethnicity,Non-Hispanic White
2018,Wyoming,Physical Activity,21.7,4459.0,Total,Total
2019,Hawaii,Physical Activity,39.3,955.0,Age (years),35 - 44
2020,Utah,Physical Activity,24.9,841.0,Race/Ethnicity,Hispanic
2022,California,Obesity / Weight Status,38.7,552.0,Race/Ethnicity,Non-Hispanic Black
